"","V1","V2","V3"
"559","Cry1","Cry2",4.08356738376142
"560","Pgk1","Pkm",4.08267307750793
"561","Cops4","Cops7a",4.08237223286392
"562","Psmd3","Psmd10",4.08151780393518
"563","Dap3","Mrps28",4.08104849311508
"564","Cdr2","Myc",4.08097645138264
"565","Med11","Med27",4.08073465794109
"566","Mrps31","Mrps9",4.08072577348003
"567","Snx1","Snx2",4.08049001135009
"568","Mrps31","Dap3",4.08008875296923
"569","Dap3","Mrps9",4.0790452263243
"570","Psmb2","Psmb3",4.0783783325021
"571","Mrps31","Ptcd3",4.07619282010614
"572","Ndufa9","Ndufa10",4.07567617065774
"573","Efnb1","Ephb1",4.07554632563688
"574","Atp5f1","Ndufs8",4.07550707032078
"575","Ndufb5","Ndufa9",4.07457021168739
"576","Dctn5","Dctn2",4.07400987169262
"577","Irgm1","Stat1",4.07379187150809
"578","Ndufa2","Uqcr11",4.07349093369862
"579","Atg10","Atg12",4.07136353852593
"580","Scmh1","Gmnn",4.07126976842414
"581","Ube2l3","Rbck1",4.0708822566769
"582","Nfkb1","Rel",4.07070458318321
"583","Dsp","Jup",4.07007569886377
"584","Cycs","Uqcrc2",4.06890259748434
"585","Axin2","Rnf111",4.06812705138486
"586","Med4","Med15",4.06805394085745
"587","Dot1l","Tcf4",4.06776199015962
"588","Git1","Snx6",4.06727873074055
"589","Ndufb11","Usmg5",4.06451034030511
"590","Actn2","Ldb3",4.0640760726144
"591","Med16","Med6",4.06391521742489
"592","Atp5l","Atp5h",4.06359179416404
"593","Ccdc97","Sf3b6",4.0634771323073
"594","Eng","Itga5",4.06344267271788
"595","Terf2","Dna2",4.06338267470232
"596","Med11","Med4",4.06314317151055
